eBird species code 2019,English name,scientific name,range,eBird species group
bkcvir1,Black-capped Vireo,Vireo atricapilla,Breeds Kansas to n Mexico (Coahuila); winters to Guerrero,Vireos
bkcwea1,Black-chinned Weaver,Ploceus nigrimentus,SE Gabon (Lekoni) to central Angola and adj. Congo Republic,Weavers and Allies
bkcwhe1,Black-capped White-eye,Zosterops atricapilla,,"White-eyes, Yuhinas, and Allies"
bkcwhi1,Black-chinned Whistler,Pachycephala mentalis,,Whistlers and Allies
bkdhor1,Black Dwarf Hornbill (Western),Horizocerus hartlaubi hartlaubi,Sierra Leone to northern Democratic Republic of the Congo (west of the Congo River),Hornbills
bkdhor2,Black Dwarf Hornbill (Eastern),Horizocerus hartlaubi granti,Congo Basin of Central African Republic to Democratic Republic of the Congo and Uganda,Hornbills
bkebus,Bushtit (melanotis Group),Psaltriparus minimus [melanotis Group],,Long-tailed Tits and Bushtit
bkefai1,Black-eared Fairy,Heliothryx auritus,,Hummingbirds
bkegrt1,Black-eared Ground-Thrush,Geokichla camaronensis,,Thrushes
bkegrt2,Black-eared Ground-Thrush (Cameroon),Geokichla camaronensis camaronensis,Lowland forests of Cameroon and Gabon,Thrushes
bkegrt3,Black-eared Ground-Thrush (Grauer's),Geokichla camaronensis graueri,Lowland forests of ne Democratic Republic of the Congo and w Uganda,Thrushes
bkehem1,Black-eared Hemispingus (Piura),Sphenopsis melanotis piurae/macrophrys,,Tanagers and Allies
bkehem2,Black-eared Hemispingus (Black-eared),Sphenopsis melanotis [melanotis Group],,Tanagers and Allies
bkehem3,Black-eared Hemispingus (Western),Sphenopsis melanotis ochracea,W slope of Andes of sw Colombia (Nariño) and w Ecuador,Tanagers and Allies
bkewhe1,Black-eared Wheatear (Western),Oenanthe hispanica hispanica,S Europe and North Africa; > Senegal to Mali,Old World Flycatchers
bkewhe2,Black-eared Wheatear (Eastern),Oenanthe hispanica melanoleuca,SE Europe to Caspian and Iran; > to ne and w Africa,Old World Flycatchers
bkfalb,Black-footed Albatross,Phoebastria nigripes,"W Hawaiian, Izu, Bonin and s Ryukyu islands",Albatrosses
bkfant1,Black-faced Antthrush (Central American),Formicarius analis [hoffmanni Group],,Antthrushes
bkfant2,Black-faced Antthrush (Mayan),Formicarius analis [moniliger Group],,Antthrushes
bkfant3,Black-faced Antthrush (Black-faced),Formicarius analis [analis Group],,Antthrushes
bkfbab1,Black-faced Babbler,Turdoides melanops,,Laughingthrushes and Allies
bkfbrf1,Black-faced Brushfinch,Atlapetes melanolaemus,Subtropical Andes of se Peru (Cuzco and Puno),New World Sparrows
bkfbun1,Black-faced Bunting (spodocephala/sordida),Emberiza spodocephala spodocephala/sordida,,Old World Buntings
bkfbun2,Black-faced Bunting (personata),Emberiza spodocephala personata,Sakhalin and s Kuril Is. to Honshu; > to Ryukyu Is.,Old World Buntings
bkfcus1,Black-faced Cuckooshrike,Coracina novaehollandiae,,Cuckooshrikes
bkfdac1,Black-faced Dacnis (Yellow-tufted),Dacnis lineata egregia/aequatorialis,,Tanagers and Allies
bkfdac2,Black-faced Dacnis (Black-faced),Dacnis lineata lineata,Colombia (e of the Andes) to n Bolivia and Amaz. Brazil,Tanagers and Allies
bkffir1,Black-faced Firefinch,Lagonosticta larvata,,Estrildids
bkffir2,Black-faced Firefinch (Vinaceous),Lagonosticta larvata vinacea,Senegal to Guinea and w Mali,Estrildids
bkffir3,Black-faced Firefinch (Gray),Lagonosticta larvata nigricollis,"central and southern Mali east to southwestern Sudan, western and southern South Sudan, northeastern Democratic Republic of the Congo, and northern Uganda",Estrildids
bkffir4,Black-faced Firefinch (Reddish),Lagonosticta larvata larvata,"southeastern Sudan, eastern South Sudan and western Ethiopia",Estrildids
bkffri1,Buru Friarbird,Philemon moluccensis,Buru (n Moluccas),Honeyeaters
bkffri2,Tanimbar Friarbird,Philemon plumigenis,"Tanimbar Is. (Larat, Yamdena); Kai Is. (Kai Kecil, Kai Besar)",Honeyeaters
bkfgra,Black-faced Grassquit,Melanospiza bicolor,,Tanagers and Allies
bkfibi1,Black-faced Ibis,Theristicus melanopis,"Coastal Peru, n Chile and Argentina south to Tierra del Fuego","Herons, Ibis, and Allies"
bkfibi2,Andean Ibis,Theristicus branickii,Andes of Ecuador to extreme n Chile,"Herons, Ibis, and Allies"
bkfqua1,Quailfinch (Black-faced),Ortygospiza atricollis [atricollis Group],,Estrildids
bkfruw1,Black-faced Rufous-Warbler,Bathmocercus rufus,,Cisticolas and Allies
bkfwhe1,Black-fronted White-eye (Black-fronted),Zosterops minor [chrysolaemus Group],,"White-eyes, Yuhinas, and Allies"
bkfwhe2,Black-fronted White-eye (Green-fronted),Zosterops minor minor/rothschildi,,"White-eyes, Yuhinas, and Allies"
bkfwoo1,Black-faced Woodswallow (White-vented),Artamus cinereus normani/inkermani,,Woodswallows
bkfwoo2,Black-faced Woodswallow (Black-vented),Artamus cinereus [cinereus Group],,Woodswallows
bkhant1,Black-headed Antbird (Amazonas),Percnostola rufifrons minor/jensoni,,Antbirds
bkhant2,Black-headed Antbird (Hellmayr's),Percnostola rufifrons rufifrons/subcristata,,Antbirds
bkhbat1,Western Black-headed Batis,Batis erlangeri,,Wattle-eyes and Batises
bkhbat2,Eastern Black-headed Batis,Batis minor,,Wattle-eyes and Batises
bkhber1,Black-headed Berryeater,Carpornis melanocephala,Coastal se Brazil (Alagoas and e Bahia to ne Paraná),Cotingas
bkhcan1,Black-headed Canary (Black-headed),Serinus alario alario,South Africa and Lesotho,"Finches, Euphonias, and Allies"
bkhcan2,Black-headed Canary,Serinus alario,,"Finches, Euphonias, and Allies"
bkhcus1,Black-headed Cuckooshrike,Lalage melanoptera,,Cuckooshrikes
bkhgre1,Black-headed Greenfinch,Chloris ambigua,,"Finches, Euphonias, and Allies"
bkhgro,Black-headed Grosbeak,Pheucticus melanocephalus,,"Cardinals, Grosbeaks, and Allies"
bkhgul,Black-headed Gull,Chroicocephalus ridibundus,"N Palearctic; winters to Africa, s Asia and e North America","Gulls, Terns, and Skimmers"
bkhpaf1,Black-headed Paradise-Flycatcher (Red-bellied),Terpsiphone rufiventer [rufiventer Group],,Monarch Flycatchers
bkhpaf2,Black-headed Paradise-Flycatcher (Annobon),Terpsiphone rufiventer smithii,Annobón (Gulf of Guinea),Monarch Flycatchers
bkhpaf3,Black-headed Paradise-Flycatcher (Tricolored),Terpsiphone rufiventer tricolor/neumanni,,Monarch Flycatchers
bkhpar,Nanday Parakeet,Aratinga nenday,"Pantanal of se Bolivia, sw Brazil, Paraguay and n Argentina","Parrots, Parakeets, and Allies"
bkhpar1,Black-headed Parrotbill,Psittiparus margaritae,eastern Cambodia and highlands of southern Vietnam (southern Annam),"Parrotbills, Wrentit, and Allies"
bkhpit1,Black-crowned Pitta,Erythropitta ussheri,Lowlands of n Borneo,Old World Pittas
bkhsib1,Black-headed Sibia (Black-headed),Heterophasia desgodinsi desgodinsi/tonkinensis,,Laughingthrushes and Allies
bkhsib2,Black-headed Sibia (engelbachi/kingi),Heterophasia desgodinsi engelbachi/kingi,,Laughingthrushes and Allies
bkhsib3,Black-headed Sibia (Lang Bian),Heterophasia desgodinsi robinsoni,S Vietnam (Langbian Plateau),Laughingthrushes and Allies
bkhtan1,Black-headed Tanager (Black-headed),Stilpnia cyanoptera cyanoptera,Mountains of n Colombia to n Venezuela,Tanagers and Allies
bkhtan2,Black-headed Tanager (Black-hooded),Stilpnia cyanoptera whitelyi,Tepuis of s Venezuela to Guyana and extreme n Brazil,Tanagers and Allies
bklbab1,Black-lored Babbler,Turdoides sharpei,,Laughingthrushes and Allies
bklbab2,Black-lored Babbler (Sharpe's),Turdoides sharpei sharpei,"e D.R. Congo east to w Kenya and nw Tanzania, south to sw Tanzania",Laughingthrushes and Allies
bklbab3,Black-lored Babbler (Nanyuki),Turdoides sharpei vepres,Central Kenya (Nanyuki area),Laughingthrushes and Allies
bklkit,Black-legged Kittiwake,Rissa tridactyla,,"Gulls, Terns, and Skimmers"
bklkit1,Black-legged Kittiwake (tridactyla),Rissa tridactyla tridactyla,Circumpolar n Atlantic; winters to Sargasso Sea and w Africa,"Gulls, Terns, and Skimmers"
bklkit2,Black-legged Kittiwake (pollicaris),Rissa tridactyla pollicaris,Circumpolar n Pacific; winters to e China Sea and nw Mexico,"Gulls, Terns, and Skimmers"
bkmtou1,Yellow-throated Toucan,Ramphastos ambiguus,,Barbets and Toucans
bkncis1,Black-backed Cisticola (winneba),Cisticola eximius winneba,Coastal Ghana (Winneba),Cisticolas and Allies
bkncis2,Black-backed Cisticola (Black-backed),Cisticola eximius eximius/occidens,,Cisticolas and Allies
bknfrd1,Black-naped Fruit-Dove,Ptilinopus melanospilus,,Pigeons and Doves
bknori1,Black-naped Oriole (East Asian),Oriolus chinensis diffusus,breeds east Asia; winters from India to Indochina and the Thai-Malay Peninsula,Old World Orioles
bknori2,Black-naped Oriole (Sunda),Oriolus chinensis [maculatus Group],,Old World Orioles
bknori4,Black-naped Oriole (Philippine),Oriolus chinensis [chinensis Group],,Old World Orioles
bknori5,Black-naped Oriole (Sulawesi),Oriolus chinensis [frontalis Group],,Old World Orioles
bknori6,Black-naped Oriole (Talaud),Oriolus chinensis melanisticus,Talaud Islands (Karakelong and Salebabu),Old World Orioles
bknori7,Black-naped Oriole (Tenggara),Oriolus chinensis broderipi/boneratensis,,Old World Orioles
bknsti,Black-necked Stilt,Himantopus mexicanus,,Shorebirds
bknsti1,Black-necked Stilt (Black-necked),Himantopus mexicanus mexicanus,"W and s US to e Ecuador, sw Peru and ne Brazil; West Indies",Shorebirds
bknsti2,Black-necked Stilt (White-backed),Himantopus mexicanus melanurus,N Chile and e-central Peru to se Brazil and c Argentina,Shorebirds
bknsti3,Black-necked Stilt (Black-necked x White-backed),Himantopus mexicanus mexicanus x melanurus,,Shorebirds
bknwea1,Black-necked Weaver (Olive-backed),Ploceus nigricollis brachypterus,Senegal to Nigeria and w Cameroon; Bioko,Weavers and Allies
bknwea2,Black-necked Weaver (Black-backed),Ploceus nigricollis nigricollis/melanoxanthus,,Weavers and Allies
bknwea3,Black-necked Weaver (Olive-backed x Black-backed),Ploceus nigricollis brachypterus x nigricollis,,Weavers and Allies
bkpwar,Blackpoll Warbler,Setophaga striata,Alaska and Canada; winters Colombia to Peru and w Amaz. Brazil,Wood-Warblers
bkrfin,Black Rosy-Finch,Leucosticte atrata,Mts. of Idaho and Montana to Nevada and Utah; winters to Arizona,"Finches, Euphonias, and Allies"
bkrfla1,Black-rumped Flameback,Dinopium benghalense,,Woodpeckers
bkrfla2,Red-backed Flameback,Dinopium psarodes,Central and s Sri Lanka,Woodpeckers
bkrfla3,Black-rumped x Red-backed Flameback (hybrid),Dinopium benghalense x psarodes,,Woodpeckers
bkrwax,Black-rumped Waxbill,Estrilda troglodytes,"southern Mauritania and Senegambia east to southern Sudan, South Sudan, Eritrea, Uganda, and western Kenya; also widely introduced, to the Caribbean (Puerto Rico, Guadeloupe, Martinique), Hawaiian Islands, Spain, and Japan",Estrildids
bkrwhe1,Black-ringed White-eye,Zosterops anomalus,Hills of sw Sulawesi,"White-eyes, Yuhinas, and Allies"
bksbrf1,Black-spectacled Brushfinch,Atlapetes melanopsis,Andes of s Peru (Ayacucho and Huancavelica),New World Sparrows
bkskit1,Black-winged Kite,Elanus caeruleus,,"Vultures, Hawks, and Allies"
bkskit2,Black-winged Kite (African),Elanus caeruleus caeruleus,"SW Iberian Peninsula, Africa and sw Arabia","Vultures, Hawks, and Allies"
bkskit3,Black-winged Kite (Asian),Elanus caeruleus [vociferus Group],,"Vultures, Hawks, and Allies"
bksnig1,Black-shouldered Nightjar,Caprimulgus nigriscapularis,"Senegambia east, patchily, to southern South Sudan, Uganda, extreme western Kenya, southwestern and eastern Democratic Republic of the Congo, Rwanda, Burundi, and northwestern Tanzania",Nightjars
bkspet,Black Storm-Petrel,Oceanodroma melania,Breeds islands off California and Baja; ranges to Peru,Storm-Petrels
bksscb1,Black-streaked Scimitar-Babbler,Megapomatorhinus gravivox,,"Tree-Babblers, Scimitar-Babblers, and Allies"
bktbri1,Black-throated Brilliant (Black-throated),Heliodoxa schreibersii schreibersii,"SE Colombia to Ecuador, ne Peru and nw Amazonian Brazil",Hummingbirds
bktbri2,Black-throated Brilliant (Black-breasted),Heliodoxa schreibersii whitelyana,Tropical e Peru,Hummingbirds
bktfin1,Black-throated Finch (Black-rumped),Poephila cincta atropygialis,N Queensland (Cape York Peninsula),Estrildids
bktfin2,Black-throated Finch (White-rumped),Poephila cincta cincta,"E Australia (Burdekin R., Queensland to far ne New South Wales)",Estrildids
bktflo1,Black-throated Flowerpiercer,Diglossa brunneiventris,"Andes of n Colombia; Andes of Peru, nw Bolivia and n Chile",Tanagers and Allies
bktfly1,Black-tailed Flycatcher (Black-tailed),Myiobius atricaudus [atricaudus Group],,"Sharpbill, Royal Flycatcher, and Allies"
bktfly2,Black-tailed Flycatcher (Buff-rumped),Myiobius atricaudus ridgwayi,southeastern Brazil (Espírito Santo and eastern Minas Gerais to northeastern Paraná),"Sharpbill, Royal Flycatcher, and Allies"
bktgna,Black-tailed Gnatcatcher,Polioptila melanura,,Gnatcatchers
bktgod,Black-tailed Godwit,Limosa limosa,,Shorebirds
bktgod1,Black-tailed Godwit (islandica),Limosa limosa islandica,"Iceland, Faeroe Is. and Shetland Is.; winters to sw Europe",Shorebirds
bktgod2,Black-tailed Godwit (limosa),Limosa limosa limosa,W Palearctic; winters to sub-Saharan Africa and India,Shorebirds
bktgod3,Black-tailed Godwit (melanuroides),Limosa limosa melanuroides,"E Palearctic; winters to SE Asia, Philippines and Australia",Shorebirds
bktgul,Black-tailed Gull,Larus crassirostris,"Coastal Siberia, Kuril Islands, Korea, China and Japan","Gulls, Terns, and Skimmers"
bkther1,Black-throated Hermit,Phaethornis atrimentalis,,Hummingbirds
bktlau1,Black-throated Laughingthrush (Black-throated),Ianthocincla chinensis [chinensis Group],,Laughingthrushes and Allies
bktlau2,Black-throated Laughingthrush (Hainan),Ianthocincla chinensis monachus,Hainan (s China),Laughingthrushes and Allies
bktmon1,Black-tailed Monarch (Djaul),Symposiachrus verticalis ateralbus,Dyaul I. (Bismarck Archipelago),Monarch Flycatchers
bktmon2,Black-tailed Monarch (Black-tailed),Symposiachrus verticalis verticalis,"New Britain, New Ireland and adj. islands in Bismarck Arch.",Monarch Flycatchers
bktpar1,Black-throated Parrotbill (Black-throated),Suthora nipalensis nipalensis/crocotius,,"Parrotbills, Wrentit, and Allies"
bktpar2,Black-throated Parrotbill (Orange-eared),Suthora nipalensis humii,"Himalayas of e Nepal, Sikkim and w Bhutan","Parrotbills, Wrentit, and Allies"
bktpar3,Black-throated Parrotbill (Gray-breasted),Suthora nipalensis poliotis/feae,,"Parrotbills, Wrentit, and Allies"
bktpar4,Black-throated Parrotbill (Buff-breasted),Suthora nipalensis ripponi/patriciae,,"Parrotbills, Wrentit, and Allies"
bktpar5,Black-throated Parrotbill (Black-eared),Suthora nipalensis beaulieu/kamoli,,"Parrotbills, Wrentit, and Allies"
bktpri1,Black-throated Prinia (Black-throated),Prinia atrogularis atrogularis,"E Nepal to Sikkim, Bhutan, se Tibet and Arunachal Pradesh",Cisticolas and Allies
bktpri2,Black-throated Prinia (Rufous-crowned),Prinia atrogularis khasiana,"NE India (Assam) to Bangladesh, w Myanmar and s China",Cisticolas and Allies
bktshr1,Black-throated Shrikebill,Clytorhynchus nigrogularis,Mountains of larger Fiji Islands,Monarch Flycatchers
bktshr2,Santa Cruz Shrikebill,Clytorhynchus sanctaecrucis,Mountains of Santa Cruz Group (Solomon Islands),Monarch Flycatchers
bktspa,Black-throated Sparrow,Amphispiza bilineata,,New World Sparrows
bkttit1,Black-throated Tit (Black-throated),Aegithalos concinnus [concinnus Group],,Long-tailed Tits and Bushtit
bkttit2,Black-throated Tit (Gray-crowned),Aegithalos concinnus annamensis,S Laos (Bolavens Plateau) and Vietnam (central and s Annam),Long-tailed Tits and Bushtit
bkttit3,Black-throated Tit (Red-headed),Aegithalos concinnus iredalei,Himalayas (ne Pakistan to n India and s Tibet),Long-tailed Tits and Bushtit
bkttit4,Black-tailed Tityra (Eastern),Tityra cayana braziliensis,E Brazil (Maranhão) to e Paraguay and ne Argentina,"Becards, Tityras, and Allies"
bkttit5,Black-tailed Tityra (Western),Tityra cayana cayana,"E Colombia to n Bolivia, the Guianas and n Brazil; Trinidad","Becards, Tityras, and Allies"
bkttre1,Black-tailed Treecreeper,Climacteris melanurus,,Australian Treecreepers
bkttro1,Black-tailed Trogon (Black-tailed),Trogon melanurus [melanurus Group],,Trogons and Quetzals
bkttro2,Ecuadorian Trogon,Trogon mesurus,W Ecuador and nw Peru,Trogons and Quetzals
bkttro3,Black-tailed Trogon (Large-tailed),Trogon melanurus macroura,E Panama (Canal Zone) to n Colombia,Trogons and Quetzals
bkttro4,Black-throated Trogon (chrysochloros),Trogon rufus chrysochloros,S Brazil to Paraguay and ne Argentina,Trogons and Quetzals
bkttro5,Black-throated Trogon (cupreicauda),Trogon rufus cupreicauda,Tropical w Colombia and w Ecuador,Trogons and Quetzals
bkttro6,Black-throated Trogon (rufus Group),Trogon rufus [rufus Group],,Trogons and Quetzals
bkttro7,Black-throated Trogon (tenellus),Trogon rufus tenellus,Tropical se Honduras to extreme nw Colombia,Trogons and Quetzals
bkvori,Black-vented Oriole,Icterus wagleri,,Blackbirds
bkvshe,Black-vented Shearwater,Puffinus opisthomelas,Islands off w coast of Baja Calif.; disperses adj. Mexican waters,"Petrels, Shearwaters, and Diving-Petrels"
bkwcus1,Black-winged Cuckooshrike,Lalage melaschistos,,Cuckooshrikes
bkwpet,Black-winged Petrel,Pterodroma nigripennis,Breeds sw Pacific; ranges s-central Pacific Ocean,"Petrels, Shearwaters, and Diving-Petrels"
bkwsta1,Black-winged Starling,Acridotheres melanopterus,,Starlings and Mynas
bkwsta2,Black-winged Starling (Black-winged),Acridotheres melanopterus melanopterus,western and central Java and Madura,Starlings and Mynas
bkwsta3,Black-winged Starling (Gray-backed),Acridotheres melanopterus tricolor,eastern Java,Starlings and Mynas
bkwsta4,Black-winged Starling (Gray-rumped),Acridotheres melanopterus tertius,"Bali, Nusa Penida, and Lombok",Starlings and Mynas
bkwsti,Black-winged Stilt,Himantopus himantopus,Mediterranean and sub-Saharan Africa to SE Asia and Taiwan,Shorebirds
bkwvir,Black-whiskered Vireo,Vireo altiloquus,,Vireos
blaant1,Black Antshrike,Thamnophilus nigriceps,Tropical e Panama (Darién) and n Colombia,Antbirds
blaant2,Black Antbird,Cercomacroides serva,S Colombia e of Andes to nw Bolivia and sw Amazonian Brazil,Antbirds
blaant4,Blackish Antbird,Cercomacroides nigrescens,,Antbirds
blaant5,Riparian Antbird,Cercomacroides fuscicauda,SE Colombia to ne Bolivia and sw Amazonian Brazil,Antbirds
blabab1,Blackcap Babbler (Blackcap),Turdoides reinwardtii reinwardtii,Senegal to Sierra Leone and Mali,Laughingthrushes and Allies
blabab2,Blackcap Babbler,Turdoides reinwardtii,,Laughingthrushes and Allies
blabab3,Blackcap Babbler (Dusky-throated),Turdoides reinwardtii stictilaema,"Ghana to Nigeria, Cameroon, Central African Rep. and n Democratic Republic of the Congo",Laughingthrushes and Allies
blabaz1,Black Baza,Aviceda leuphotes,,"Vultures, Hawks, and Allies"
blaber1,Black Berrypecker,Melanocharis nigra,,Berrypeckers and Longbills
blabis1,Black Bishop,Euplectes gierowii,,Weavers and Allies
blabit1,Black Bittern,Ixobrychus flavicollis,,"Herons, Ibis, and Allies"
blabul1,Black Bulbul,Hypsipetes leucocephalus,,Bulbuls
blabus1,Black Bushbird,Neoctantes niger,"SE Colombia to w Amazonian Brazil, e Ecuador and se Peru",Antbirds
